"Регион","Год","salary","invest","district","latitude","dist_moscow","population"
"Чувашская Республика",2000,1139.9,509.7,"Приволжский федеральный округ",56.13,660,1330988
"Чувашская Республика",2001,1553.3,1938.9,"Приволжский федеральный округ",56.13,660,1323622
"Чувашская Республика",2002,2069.9,2040.9,"Приволжский федеральный округ",56.13,660,1315615
"Чувашская Республика",2003,2749.2,2777.8,"Приволжский федеральный округ",56.13,660,1306685
"Чувашская Республика",2004,3188.4,4201.4,"Приволжский федеральный округ",56.13,660,1296348
"Чувашская Республика",2005,3958.5,5331.4,"Приволжский федеральный округ",56.13,660,1284984
"Чувашская Республика",2006,5448.8,6748.9,"Приволжский федеральный округ",56.13,660,1273758
"Чувашская Республика",2007,6848.7,9409.1,"Приволжский федеральный округ",56.13,660,1265815
"Чувашская Республика",2008,8732.2,13104.4,"Приволжский федеральный округ",56.13,660,1260627
"Чувашская Республика",2009,9586.3,11025.3,"Приволжский федеральный округ",56.13,660,1257045
"Чувашская Республика",2010,11065.8,13765.7,"Приволжский федеральный округ",56.13,660,1253185
"Чувашская Республика",2011,12083,15171.4,"Приволжский федеральный округ",56.13,660,1247995
"Чувашская Республика",2012,13754.9,16092.9,"Приволжский федеральный округ",56.13,660,1242977
"Чукотский авт.округ",2000,4731.9,20.8,"Дальневосточный федеральный округ",64.73,14900,59588
"Чукотский авт.округ",2001,7951.9,195.8,"Дальневосточный федеральный округ",64.73,14900,56439
"Чукотский авт.округ",2002,11313.2,520,"Дальневосточный федеральный округ",64.73,14900,54229
"Чукотский авт.округ",2003,13663.9,1398.8,"Дальневосточный федеральный округ",64.73,14900,52535
"Чукотский авт.округ",2004,15041.8,1499.9,"Дальневосточный федеральный округ",64.73,14900,51874
"Чукотский авт.округ",2005,19668.9,1023.3,"Дальневосточный федеральный округ",64.73,14900,52103
"Чукотский авт.округ",2006,23326.1,539.7,"Дальневосточный федеральный округ",64.73,14900,52652
"Чукотский авт.округ",2007,26557.3,928.2,"Дальневосточный федеральный округ",64.73,14900,52869
"Чукотский авт.округ",2008,30554.3,399.1,"Дальневосточный федеральный округ",64.73,14900,52482
"Чукотский авт.округ",2009,33607.2,250.3,"Дальневосточный федеральный округ",64.73,14900,51658
"Чукотский авт.округ",2010,38146.8,205.8,"Дальневосточный федеральный округ",64.73,14900,50763
"Чукотский авт.округ",2011,43049.4,204,"Дальневосточный федеральный округ",64.73,14900,50542
"Чукотский авт.округ",2012,47856.7,3293.2,"Дальневосточный федеральный округ",64.73,14900,50542
"Эвенкийский авт.о...",2000,2043.9,0.5,"Сибирский федеральный округ",64.22,4400,18255
"Эвенкийский авт.о...",2001,3366.6,9.9,"Сибирский федеральный округ",64.22,4400,17895
"Эвенкийский авт.о...",2002,4952.2,1.3,"Сибирский федеральный округ",64.22,4400,17710
"Ямало-Ненецкий ав...",2000,7562.6,1252.4,"Уральский федеральный округ",66.53,3150,497288
"Ямало-Ненецкий ав...",2001,10732.8,2353.8,"Уральский федеральный округ",66.53,3150,500689
"Ямало-Ненецкий ав...",2002,13298.1,4369.7,"Уральский федеральный округ",66.53,3150,505869
"Ямало-Ненецкий ав...",2003,15962.2,4819,"Уральский федеральный округ",66.53,3150,509722
"Ямало-Ненецкий ав...",2004,18868.1,3802,"Уральский федеральный округ",66.53,3150,512713
"Ямало-Ненецкий ав...",2005,22230.7,4562.1,"Уральский федеральный округ",66.53,3150,515982
"Ямало-Ненецкий ав...",2006,27665,5156.8,"Уральский федеральный округ",66.53,3150,519502
"Ямало-Ненецкий ав...",2007,32589.9,6100.1,"Уральский федеральный округ",66.53,3150,522816
"Ямало-Ненецкий ав...",2008,39568.6,7447.8,"Уральский федеральный округ",66.53,3150,523488
"Ямало-Ненецкий ав...",2009,40196.3,6046.8,"Уральский федеральный округ",66.53,3150,523553
"Ямало-Ненецкий ав...",2010,43367.1,4317.5,"Уральский федеральный округ",66.53,3150,524533
"Ямало-Ненецкий ав...",2011,46784.5,5529.3,"Уральский федеральный округ",66.53,3150,528902
"Ямало-Ненецкий ав...",2012,52342.3,4857.1,"Уральский федеральный округ",66.53,3150,533494
"Ярославская область",2000,1804.2,550.4,"Центральный федеральный округ",57.63,282,1399921
"Ярославская область",2001,2518.2,792.4,"Центральный федеральный округ",57.63,282,1386074
"Ярославская область",2002,3354.2,978.3,"Центральный федеральный округ",57.63,282,1371396
"Ярославская область",2003,4266.6,1272.1,"Центральный федеральный округ",57.63,282,1355714
"Ярославская область",2004,5094.6,1705.2,"Центральный федеральный округ",57.63,282,1338427
"Ярославская область",2005,6320.7,2309,"Центральный федеральный округ",57.63,282,1321306
"Ярославская область",2006,8263.5,2380.8,"Центральный федеральный округ",57.63,282,1306389
"Ярославская область",2007,10101.3,4258.7,"Центральный федеральный округ",57.63,282,1296250
"Ярославская область",2008,12815.8,5896.4,"Центральный федеральный округ",57.63,282,1289329
"Ярославская область",2009,13424.6,6199.5,"Центральный федеральный округ",57.63,282,1283105
"Ярославская область",2010,14490.6,7186.3,"Центральный федеральный округ",57.63,282,1275547
"Ярославская область",2011,15508.9,8723.6,"Центральный федеральный округ",57.63,282,1270070
"Ярославская область",2012,18512.5,11504.8,"Центральный федеральный округ",57.63,282,1268463
